2024-04-12 07:36:51.598 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx
2024-04-12 07:36:51.600 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-04-12 07:36:51.601 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-04-12 07:36:51.601 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240412-073648_9re41t/agentscope.db]
2024-04-12 07:36:51.606 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-12 07:36:51.606 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-04-12 07:36:51.607 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-12 07:36:51.607 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-12 07:36:51.608 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-12 07:36:51.609 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
